pcd,pcd2,pcds,dointr,doterm,usertype,oseast1m,osnrth1m,osgrdind,oa21,cty,ced,laua,ward,nhser,ctry,rgn,pcon,ttwa,itl,npark,lsoa21,msoa21,wz11,sicbl,bua22,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,icb
AB1 2TL,AB1  2TL,AB1 2TL,198001,199606,0,393552,805355,1,S00090559,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006595,S02001251,S34002995,S03000012,S99999999,1,5A3,57.139051,-2.108173,S99999999,,S23000009,6116,S99999999
AB1 2TN,AB1  2TN,AB1 2TN,198001,199606,0,393552,805267,1,S00089019,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006596,S02001251,S34002955,S03000012,S99999999,1,2C1,57.13826,-2.108171,S99999999,,S23000009,6881,S99999999
AB1 2TP,AB1  2TP,AB1 2TP,198001,199606,0,393498,805187,1,S00089004,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006596,S02001251,S34003091,S03000012,S99999999,1,2C1,57.137541,-2.109061,S99999999,,S23000009,6881,S99999999
AB1 2TQ,AB1  2TQ,AB1 2TQ,198001,199606,0,393651,805264,1,S00089019,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006596,S02001251,S34002955,S03000012,S99999999,1,2C1,57.138235,-2.106535,S99999999,,S23000009,6881,S99999999
AB1 2TR,AB1  2TR,AB1 2TR,198001,199606,0,393721,805366,1,S00089019,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006596,S02001251,S34002955,S03000012,S99999999,1,2C1,57.139152,-2.105381,S99999999,,S23000009,6881,S99999999
AB1 2TS,AB1  2TS,AB1 2TS,198001,199606,0,393806,805418,1,S00089021,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006596,S02001251,S34002955,S03000012,S99999999,1,5A3,57.13962,-2.103978,S99999999,,S23000009,6881,S99999999
AB1 2TT,AB1  2TT,AB1 2TT,198001,199606,0,393827,805310,1,S00089021,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006596,S02001251,S34002955,S03000012,S99999999,1,5A3,57.13865,-2.103628,S99999999,,S23000009,6881,S99999999
AB1 2TU,AB1  2TU,AB1 2TU,198001,199606,0,394139,804966,1,S00090549,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006592,S02001251,S34003021,S03000012,S99999999,1,5A1,57.135564,-2.098465,S99999999,,S23000009,6908,S99999999
AB1 2TW,AB1  2TW,AB1 2TW,198001,199606,0,394051,805125,1,S00089007,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006592,S02001251,S34003078,S03000012,S99999999,1,2C3,57.136991,-2.099923,S99999999,,S23000009,6908,S99999999
AB1 2TX,AB1  2TX,AB1 2TX,198001,199606,0,393700,805253,1,S00089018,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006596,S02001251,S34002955,S03000012,S99999999,1,5A3,57.138136,-2.105725,S99999999,,S23000009,6881,S99999999
AB1 2TY,AB1  2TY,AB1 2TY,198001,199606,0,393990,804865,1,S00090548,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006598,S02001252,S34003021,S03000012,S99999999,1,5B1,57.134655,-2.100924,S99999999,,S23000009,6810,S99999999
AB1 2TZ,AB1  2TZ,AB1 2TZ,198001,199606,0,394043,804914,1,S00090548,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006598,S02001252,S34003021,S03000012,S99999999,1,5B1,57.135096,-2.10005,S99999999,,S23000009,6810,S99999999
AB1 2UA,AB1  2UA,AB1 2UA,198001,199606,0,393773,805236,1,S00089018,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006596,S02001251,S34002955,S03000012,S99999999,1,5A3,57.137985,-2.104519,S99999999,,S23000009,6881,S99999999
AB1 2UB,AB1  2UB,AB1 2UB,198001,199606,0,393722,805135,1,S00089003,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006596,S02001251,S34003091,S03000012,S99999999,1,2A3,57.137077,-2.105359,S99999999,,S23000009,6881,S99999999
AB1 2UD,AB1  2UD,AB1 2UD,198001,199606,0,393689,805094,1,S00089003,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006596,S02001251,S34003091,S03000012,S99999999,1,2A3,57.136708,-2.105903,S99999999,,S23000009,6881,S99999999
AB1 2UE,AB1  2UE,AB1 2UE,198001,199606,0,394063,804755,1,S00090543,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006598,S02001252,S34003091,S03000012,S99999999,1,6A4,57.133668,-2.099716,S99999999,,S23000009,6810,S99999999
AB1 2UF,AB1  2UF,AB1 2UF,198001,199606,0,394035,804809,1,S00090542,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006598,S02001252,S34003091,S03000012,S99999999,1,5B1,57.134152,-2.100179,S99999999,,S23000009,6810,S99999999
AB1 2UG,AB1  2UG,AB1 2UG,198001,199606,0,393956,804941,1,S00089005,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006598,S02001252,S34003021,S03000012,S99999999,1,5A1,57.135337,-2.101488,S99999999,,S23000009,6810,S99999999
AB1 2UH,AB1  2UH,AB1 2UH,198001,199606,0,394014,805025,1,S00089005,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006598,S02001252,S34003021,S03000012,S99999999,1,5A1,57.136093,-2.100532,S99999999,,S23000009,6810,S99999999
AB1 2UJ,AB1  2UJ,AB1 2UJ,198001,199606,0,393552,805156,1,S00089004,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006596,S02001251,S34003091,S03000012,S99999999,1,2C1,57.137263,-2.108168,S99999999,,S23000009,6881,S99999999
AB1 2UL,AB1  2UL,AB1 2UL,198001,199606,0,393298,805181,1,S00090560,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006597,S02001251,S34003113,S03000012,S99999999,1,2C1,57.137484,-2.112365,S99999999,,S23000009,3712,S99999999
AB1 2UN,AB1  2UN,AB1 2UN,198001,199606,0,393552,805111,1,S00090547,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006602,S02001252,S34003091,S03000012,S99999999,1,5B2,57.136859,-2.108167,S99999999,,S23000009,6840,S99999999
AB1 2UP,AB1  2UP,AB1 2UP,198001,199606,0,393291,805151,1,S00089000,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006595,S02001251,S34003106,S03000012,S99999999,1,2C3,57.137214,-2.11248,S99999999,,S23000009,6116,S99999999
AB1 2UQ,AB1  2UQ,AB1 2UQ,198001,199606,0,393393,805135,1,S00089000,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006595,S02001251,S34003106,S03000012,S99999999,1,2C3,57.137072,-2.110794,S99999999,,S23000009,6116,S99999999
AB1 2UR,AB1  2UR,AB1 2UR,198001,199606,0,393514,805056,1,S00089002,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006602,S02001252,S34003091,S03000012,S99999999,1,5A2,57.136364,-2.108793,S99999999,,S23000009,6840,S99999999
AB1 2US,AB1  2US,AB1 2US,198001,199606,0,393485,804948,1,S00089001,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006594,S02001251,S34003106,S03000012,S99999999,1,6B2,57.135394,-2.109269,S99999999,,S23000009,6383,S99999999
AB1 2UU,AB1  2UU,AB1 2UU,198001,199606,0,393913,805066,1,S00089006,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006598,S02001252,S34003021,S03000012,S99999999,1,5A3,57.136459,-2.102201,S99999999,,S23000009,6810,S99999999
AB1 2UW,AB1  2UW,AB1 2UW,198001,199606,0,393895,804979,1,S00089006,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006598,S02001252,S34003021,S03000012,S99999999,1,5A3,57.135678,-2.102497,S99999999,,S23000009,6810,S99999999
AB1 2UX,AB1  2UX,AB1 2UX,198001,199606,0,393545,805655,1,S00090576,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006582,S02001249,S34002995,S03000012,S99999999,1,2C1,57.141745,-2.108297,S99999999,,S23000009,3921,S99999999
AB1 2UY,AB1  2UY,AB1 2UY,198001,199606,0,393804,805462,1,S00089031,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006591,S02001251,S34002955,S03000012,S99999999,1,2C2,57.140015,-2.104012,S99999999,,S23000009,4598,S99999999
AB1 2UZ,AB1  2UZ,AB1 2UZ,198001,199606,0,393821,805525,1,S00090569,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006591,S02001251,S34002955,S03000012,S99999999,1,2C1,57.140581,-2.103733,S99999999,,S23000009,4598,S99999999
AB1 2WA,AB1  2WA,AB1 2WA,198001,199606,0,393967,804583,1,S00088999,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006598,S02001252,S34003141,S03000012,S99999999,1,5A2,57.132121,-2.101297,S99999999,,S23000009,6810,S99999999
AB1 2WB,AB1  2WB,AB1 2WB,198001,199606,0,393925,805083,1,S00089006,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006598,S02001252,S34003021,S03000012,S99999999,1,5A3,57.136612,-2.102004,S99999999,,S23000009,6810,S99999999
AB1 2WD,AB1  2WD,AB1 2WD,198001,199606,0,393607,804908,1,S00090900,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006602,S02001252,S34003091,S03000012,S99999999,1,5B1,57.135036,-2.107253,S99999999,,S23000009,6840,S99999999
AB1 2WE,AB1  2WE,AB1 2WE,197504,199111,0,394200,804860,8,S00090550,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006592,S02001251,S34003141,S03000012,S99999999,1,2B1,57.134613,-2.097455,S99999999,,S23000009,6908,S99999999
AB1 2WF,AB1  2WF,AB1 2WF,199103,199606,0,393860,805487,1,S00089031,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006591,S02001251,S34002955,S03000012,S99999999,1,2C2,57.140241,-2.103088,S99999999,,S23000009,4598,S99999999
AB1 2WG,AB1  2WG,AB1 2WG,199107,199606,0,393711,805023,1,S00089003,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006596,S02001251,S34003091,S03000012,S99999999,1,2A3,57.13607,-2.105538,S99999999,,S23000009,6881,S99999999
AB1 2WH,AB1  2WH,AB1 2WH,199201,199606,0,393952,805474,1,S00090554,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006591,S02001251,S34002955,S03000012,S99999999,1,2C1,57.140125,-2.101567,S99999999,,S23000009,4598,S99999999
AB1 2XA,AB1  2XA,AB1 2XA,198001,199606,0,393505,805536,1,S00090563,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006583,S02001249,S34002995,S03000012,S99999999,1,2C2,57.140676,-2.108955,S99999999,,S23000009,5250,S99999999
AB1 2XB,AB1  2XB,AB1 2XB,198001,199606,0,393454,805548,1,S00090563,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006583,S02001249,S34002995,S03000012,S99999999,1,2C2,57.140783,-2.109798,S99999999,,S23000009,5250,S99999999
AB1 2XD,AB1  2XD,AB1 2XD,198001,199606,0,393332,805453,1,S00089028,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006583,S02001249,S34003108,S03000012,S99999999,1,2B1,57.139928,-2.111811,S99999999,,S23000009,5250,S99999999
AB1 2XE,AB1  2XE,AB1 2XE,198001,199606,0,393821,805395,1,S00089020,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006596,S02001251,S34002955,S03000012,S99999999,1,2C1,57.139414,-2.10373,S99999999,,S23000009,6881,S99999999
AB1 2XF,AB1  2XF,AB1 2XF,198001,199606,0,393868,805382,1,S00089021,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006596,S02001251,S34002955,S03000012,S99999999,1,5A3,57.139298,-2.102953,S99999999,,S23000009,6881,S99999999
AB1 2XG,AB1  2XG,AB1 2XG,198001,199606,0,393640,804980,8,S00090546,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006602,S02001252,S34003091,S03000012,S99999999,1,7D4,57.135683,-2.106709,S99999999,,S23000009,6840,S99999999
AB1 2XH,AB1  2XH,AB1 2XH,198001,199606,0,393595,805033,1,S00090547,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006602,S02001252,S34003091,S03000012,S99999999,1,5B2,57.136159,-2.107454,S99999999,,S23000009,6840,S99999999
AB1 2XJ,AB1  2XJ,AB1 2XJ,198001,199606,0,393262,805462,1,S00089028,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006583,S02001249,S34003108,S03000012,S99999999,1,2B1,57.140008,-2.112968,S99999999,,S23000009,5250,S99999999
AB1 2XL,AB1  2XL,AB1 2XL,198001,199606,0,393294,805489,1,S00090564,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006583,S02001249,S34003095,S03000012,S99999999,1,2B1,57.140251,-2.11244,S99999999,,S23000009,5250,S99999999
AB1 2XN,AB1  2XN,AB1 2XN,198001,199606,0,393437,805430,1,S00089029,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006595,S02001251,S34002995,S03000012,S99999999,1,2C2,57.139723,-2.110075,S99999999,,S23000009,6116,S99999999
AB1 2XP,AB1  2XP,AB1 2XP,198001,199606,0,393444,805398,1,S00089029,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006595,S02001251,S34002995,S03000012,S99999999,1,2C2,57.139435,-2.109959,S99999999,,S23000009,6116,S99999999
AB1 2XQ,AB1  2XQ,AB1 2XQ,198001,199606,0,393357,805349,1,S00089022,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006595,S02001251,S34002995,S03000012,S99999999,1,2C1,57.138994,-2.111395,S99999999,,S23000009,6116,S99999999
AB1 2XR,AB1  2XR,AB1 2XR,198001,199606,0,393316,805422,1,S00089027,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006597,S02001251,S34003108,S03000012,S99999999,1,2B1,57.139649,-2.112074,S99999999,,S23000009,3712,S99999999
AB1 2XS,AB1  2XS,AB1 2XS,198001,199606,0,393297,805397,1,S00089026,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006597,S02001251,S34003108,S03000012,S99999999,1,2C3,57.139424,-2.112388,S99999999,,S23000009,3712,S99999999
AB1 2XT,AB1  2XT,AB1 2XT,198001,199606,0,393283,805376,1,S00089024,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006597,S02001251,S34003108,S03000012,S99999999,1,2B1,57.139235,-2.112618,S99999999,,S23000009,3712,S99999999
AB1 2XU,AB1  2XU,AB1 2XU,198001,199606,0,393413,804885,1,S00089001,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006594,S02001251,S34003106,S03000012,S99999999,1,6B2,57.134827,-2.110457,S99999999,,S23000009,6383,S99999999
AB1 2XW,AB1  2XW,AB1 2XW,198101,199606,0,393413,805320,1,S00089023,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006595,S02001251,S34002995,S03000012,S99999999,1,5A3,57.138734,-2.110469,S99999999,,S23000009,6116,S99999999
AB1 2XX,AB1  2XX,AB1 2XX,198001,199606,0,393267,805350,1,S00089025,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006597,S02001251,S34003108,S03000012,S99999999,1,2B1,57.139001,-2.112882,S99999999,,S23000009,3712,S99999999
AB1 2XY,AB1  2XY,AB1 2XY,198001,199606,0,393374,805012,1,S00089001,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006594,S02001251,S34003106,S03000012,S99999999,1,6B2,57.135967,-2.111105,S99999999,,S23000009,6383,S99999999
AB1 2XZ,AB1  2XZ,AB1 2XZ,198001,199606,0,393360,805095,1,S00089001,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006594,S02001251,S34003106,S03000012,S99999999,1,6B2,57.136712,-2.111339,S99999999,,S23000009,6383,S99999999
AB1 2YA,AB1  2YA,AB1 2YA,199402,199606,0,393293,805255,3,S00090560,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006597,S02001251,S34003113,S03000012,S99999999,1,2C1,57.138148,-2.11245,S99999999,,S23000009,3712,S99999999
AB1 2YB,AB1  2YB,AB1 2YB,198001,199606,0,393285,805233,1,S00090560,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006597,S02001251,S34003113,S03000012,S99999999,1,2C1,57.137951,-2.112581,S99999999,,S23000009,3712,S99999999
AB1 2YD,AB1  2YD,AB1 2YD,198302,199606,0,393455,805337,1,S00089023,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006595,S02001251,S34002995,S03000012,S99999999,1,5A3,57.138887,-2.109775,S99999999,,S23000009,6116,S99999999
AB1 2YE,AB1  2YE,AB1 2YE,198001,199606,0,393504,805718,1,S00090575,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006582,S02001249,S34002995,S03000012,S99999999,1,2C1,57.142311,-2.108976,S99999999,,S23000009,3921,S99999999
AB1 2YF,AB1  2YF,AB1 2YF,199512,199512,1,394643,806194,6,S00090678,S99999999,S99999999,S12000033,S13002842,S99999999,S92000003,S99999999,S14000001,S22000047,S30000026,S99999999,S01006637,S02001259,S34003092,S03000012,S99999999,1,2B1,57.146602,-2.090165,S99999999,,S23000009,2463,S99999999
AB1 2YG,AB1  2YG,AB1 2YG,198001,199606,0,393472,805444,1,S00090568,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006583,S02001249,S34002995,S03000012,S99999999,1,2A3,57.139849,-2.109497,S99999999,,S23000009,5250,S99999999
AB1 2YH,AB1  2YH,AB1 2YH,198001,199606,0,393522,805506,1,S00090568,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006583,S02001249,S34002995,S03000012,S99999999,1,2A3,57.140407,-2.108673,S99999999,,S23000009,5250,S99999999
AB1 2YJ,AB1  2YJ,AB1 2YJ,199205,199405,0,393550,805410,8,S00090557,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006595,S02001251,S34002995,S03000012,S99999999,1,2B1,57.139545,-2.108208,S99999999,,S23000009,6116,S99999999
AB1 2YQ,AB1  2YQ,AB1 2YQ,199512,199606,1,393838,804959,6,S00090545,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006598,S02001252,S34003021,S03000012,S99999999,1,2C3,57.135497,-2.103438,S99999999,,S23000009,6810,S99999999
AB1 2YU,AB1  2YU,AB1 2YU,198001,199606,0,393365,805410,1,S00089027,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006597,S02001251,S34003108,S03000012,S99999999,1,2B1,57.139542,-2.111264,S99999999,,S23000009,3712,S99999999
AB1 2YW,AB1  2YW,AB1 2YW,199512,199512,0,394070,804950,8,S00090549,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006592,S02001251,S34003021,S03000012,S99999999,1,5A1,57.13542,-2.099605,S99999999,,S23000009,6908,S99999999
AB1 2YZ,AB1  2YZ,AB1 2YZ,198001,199606,0,394085,804974,1,S00090549,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006592,S02001251,S34003021,S03000012,S99999999,1,5A1,57.135635,-2.099357,S99999999,,S23000009,6908,S99999999
AB1 3AA,AB1  3AA,AB1 3AA,198001,199606,0,394583,805250,1,S00089068,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006627,S02001257,S34003074,S03000012,S99999999,1,7B1,57.138121,-2.091136,S99999999,,S23000009,1238,S99999999
AB1 3AB,AB1  3AB,AB1 3AB,198001,199606,0,394405,805032,1,S00089068,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006627,S02001257,S34003074,S03000012,S99999999,1,7B1,57.13616,-2.094072,S99999999,,S23000009,1238,S99999999
AB1 3AD,AB1  3AD,AB1 3AD,198001,199606,0,394568,805221,1,S00089068,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006627,S02001257,S34003074,S03000012,S99999999,1,7B1,57.13786,-2.091383,S99999999,,S23000009,1238,S99999999
AB1 3AE,AB1  3AE,AB1 3AE,198001,199606,0,394554,805202,1,S00089066,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003074,S03000012,S99999999,1,2C2,57.137689,-2.091614,S99999999,,S23000009,2163,S99999999
AB1 3AH,AB1  3AH,AB1 3AH,198001,199606,0,394481,805046,1,S00089055,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006624,S02001257,S34003141,S03000012,S99999999,1,2C2,57.136287,-2.092817,S99999999,,S23000009,2058,S99999999
AB1 3AJ,AB1  3AJ,AB1 3AJ,198001,199606,0,394467,804990,1,S00089055,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006624,S02001257,S34003141,S03000012,S99999999,1,2C2,57.135784,-2.093047,S99999999,,S23000009,2058,S99999999
AB1 3AL,AB1  3AL,AB1 3AL,198001,199606,0,394419,804796,1,S00089054,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006624,S02001257,S34003141,S03000012,S99999999,1,2C1,57.134041,-2.093835,S99999999,,S23000009,2058,S99999999
AB1 3AN,AB1  3AN,AB1 3AN,198001,199606,0,394456,804864,1,S00089055,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006624,S02001257,S34003141,S03000012,S99999999,1,2C2,57.134652,-2.093226,S99999999,,S23000009,2058,S99999999
AB1 3AP,AB1  3AP,AB1 3AP,198001,199606,0,394473,804909,1,S00089056,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006624,S02001257,S34003087,S03000012,S99999999,1,2C1,57.135056,-2.092946,S99999999,,S23000009,2058,S99999999
AB1 3AQ,AB1  3AQ,AB1 3AQ,198001,199606,0,394489,804962,1,S00089056,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006624,S02001257,S34003087,S03000012,S99999999,1,2C1,57.135533,-2.092683,S99999999,,S23000009,2058,S99999999
AB1 3AR,AB1  3AR,AB1 3AR,198001,199606,0,394506,805006,1,S00089061,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003087,S03000012,S99999999,1,2C2,57.135928,-2.092403,S99999999,,S23000009,2163,S99999999
AB1 3AS,AB1  3AS,AB1 3AS,198001,199606,0,394572,805084,1,S00089060,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003087,S03000012,S99999999,1,2C2,57.13663,-2.091314,S99999999,,S23000009,2163,S99999999
AB1 3AT,AB1  3AT,AB1 3AT,198001,199606,0,394605,805117,1,S00089066,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003074,S03000012,S99999999,1,2C2,57.136926,-2.09077,S99999999,,S23000009,2163,S99999999
AB1 3AU,AB1  3AU,AB1 3AU,198001,199606,0,394652,805164,1,S00089065,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003074,S03000012,S99999999,1,2C2,57.137349,-2.089994,S99999999,,S23000009,2163,S99999999
AB1 3AX,AB1  3AX,AB1 3AX,198001,199606,0,394689,805202,1,S00089065,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003074,S03000012,S99999999,1,2C2,57.137691,-2.089384,S99999999,,S23000009,2163,S99999999
