pcd,pcd2,pcds,dointr,doterm,usertype,oseast1m,osnrth1m,osgrdind,oa21,cty,ced,laua,ward,nhser,ctry,rgn,pcon,ttwa,itl,npark,lsoa21,msoa21,wz11,sicbl,bua22,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,icb
AB1 6QT,AB1  6QT,AB1 6QT,198001,199606,0,392882,805480,1,S00089223,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006578,S02001248,S34002967,S03000012,S99999999,1,2C2,57.140163,-2.119247,S99999999,,S23000009,5471,S99999999
AB1 6QU,AB1  6QU,AB1 6QU,198001,199606,0,392624,804873,1,S00089260,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006534,S02001240,S34003105,S03000012,S99999999,1,5B3,57.134707,-2.123492,S99999999,,S23000009,6831,S99999999
AB1 6QW,AB1  6QW,AB1 6QW,198001,199606,0,392717,804776,1,S00089260,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006534,S02001240,S34003105,S03000012,S99999999,1,5B3,57.133837,-2.121952,S99999999,,S23000009,6831,S99999999
AB1 6QX,AB1  6QX,AB1 6QX,198001,199606,0,392866,805454,1,S00089221,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006578,S02001248,S34003069,S03000012,S99999999,1,2C1,57.13993,-2.119511,S99999999,,S23000009,5471,S99999999
AB1 6QY,AB1  6QY,AB1 6QY,198001,199606,0,392711,805284,1,S00089228,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006576,S02001248,S34003069,S03000012,S99999999,1,5A3,57.1384,-2.122067,S99999999,,S23000009,6515,S99999999
AB1 6QZ,AB1  6QZ,AB1 6QZ,198001,199606,0,392749,805273,1,S00089226,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006576,S02001248,S34003069,S03000012,S99999999,1,2C3,57.138302,-2.121438,S99999999,,S23000009,6515,S99999999
AB1 6RA,AB1  6RA,AB1 6RA,198001,199606,0,392762,805327,1,S00089224,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006578,S02001248,S34003069,S03000012,S99999999,1,2C1,57.138787,-2.121225,S99999999,,S23000009,5471,S99999999
AB1 6RB,AB1  6RB,AB1 6RB,198001,199606,0,392795,805222,1,S00089208,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006576,S02001248,S34003069,S03000012,S99999999,1,2C2,57.137844,-2.120677,S99999999,,S23000009,6515,S99999999
AB1 6RD,AB1  6RD,AB1 6RD,198001,199606,0,392803,805258,1,S00089208,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006576,S02001248,S34003069,S03000012,S99999999,1,2C2,57.138168,-2.120546,S99999999,,S23000009,6515,S99999999
AB1 6RE,AB1  6RE,AB1 6RE,198001,199606,0,392684,805346,1,S00089227,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006578,S02001248,S34003069,S03000012,S99999999,1,2C2,57.138957,-2.122515,S99999999,,S23000009,5471,S99999999
AB1 6RF,AB1  6RF,AB1 6RF,198001,199606,0,392771,805370,1,S00089224,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006578,S02001248,S34003069,S03000012,S99999999,1,2C1,57.139173,-2.121078,S99999999,,S23000009,5471,S99999999
AB1 6RG,AB1  6RG,AB1 6RG,198001,199606,0,392954,805367,1,S00090469,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006579,S02001248,S34002967,S03000012,S99999999,1,2C2,57.139149,-2.118054,S99999999,,S23000009,6411,S99999999
AB1 6RH,AB1  6RH,AB1 6RH,198001,199606,0,392728,805344,1,S00089227,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006578,S02001248,S34003069,S03000012,S99999999,1,2C2,57.138939,-2.121788,S99999999,,S23000009,5471,S99999999
AB1 6RJ,AB1  6RJ,AB1 6RJ,198001,199606,0,392646,805339,1,S00089228,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006576,S02001248,S34003069,S03000012,S99999999,1,5A3,57.138893,-2.123142,S99999999,,S23000009,6515,S99999999
AB1 6RL,AB1  6RL,AB1 6RL,198001,199606,0,392568,805361,1,S00089206,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006576,S02001248,S34003105,S03000012,S99999999,1,5A2,57.139089,-2.124432,S99999999,,S23000009,6515,S99999999
AB1 6RN,AB1  6RN,AB1 6RN,198001,199606,0,392746,805226,1,S00089205,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006576,S02001248,S34003105,S03000012,S99999999,1,5B1,57.13788,-2.121487,S99999999,,S23000009,6515,S99999999
AB1 6RP,AB1  6RP,AB1 6RP,198001,199606,0,392559,805137,1,S00089207,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006576,S02001248,S34003105,S03000012,S99999999,1,5B1,57.137077,-2.124574,S99999999,,S23000009,6515,S99999999
AB1 6RQ,AB1  6RQ,AB1 6RQ,198001,199606,0,392495,805280,1,S00089206,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006576,S02001248,S34003105,S03000012,S99999999,1,5A2,57.138361,-2.125635,S99999999,,S23000009,6515,S99999999
AB1 6RR,AB1  6RR,AB1 6RR,198001,199606,0,392386,805262,1,S00089203,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006575,S02001248,S34002958,S03000012,S99999999,1,5B2,57.138197,-2.127436,S99999999,,S23000009,6960,S99999999
AB1 6RS,AB1  6RS,AB1 6RS,198001,199606,0,392506,805098,1,S00089204,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006576,S02001248,S34003105,S03000012,S99999999,1,5A1,57.136726,-2.125448,S99999999,,S23000009,6515,S99999999
AB1 6RT,AB1  6RT,AB1 6RT,198001,199606,0,392426,805151,1,S00089203,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006575,S02001248,S34002958,S03000012,S99999999,1,5B2,57.137201,-2.126771,S99999999,,S23000009,6960,S99999999
AB1 6RU,AB1  6RU,AB1 6RU,198001,199606,0,392689,805233,1,S00089205,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006576,S02001248,S34003105,S03000012,S99999999,1,5B1,57.137942,-2.122429,S99999999,,S23000009,6515,S99999999
AB1 6RW,AB1  6RW,AB1 6RW,198001,199606,0,392672,805219,1,S00089206,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006576,S02001248,S34003105,S03000012,S99999999,1,5A2,57.137815,-2.122709,S99999999,,S23000009,6515,S99999999
AB1 6RX,AB1  6RX,AB1 6RX,198001,199606,0,393105,805641,1,S00090398,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006579,S02001248,S34003058,S03000012,S99999999,1,2B1,57.141613,-2.115567,S99999999,,S23000009,6411,S99999999
AB1 6RY,AB1  6RY,AB1 6RY,198001,199606,0,392605,805166,1,S00089207,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006576,S02001248,S34003105,S03000012,S99999999,1,5B1,57.137338,-2.123814,S99999999,,S23000009,6515,S99999999
AB1 6RZ,AB1  6RZ,AB1 6RZ,198001,199606,0,392567,805084,1,S00089204,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006576,S02001248,S34003105,S03000012,S99999999,1,5A1,57.136601,-2.12444,S99999999,,S23000009,6515,S99999999
AB1 6SA,AB1  6SA,AB1 6SA,198001,199606,0,393011,805617,1,S00089214,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006578,S02001248,S34003023,S03000012,S99999999,1,2C3,57.141396,-2.117119,S99999999,,S23000009,5471,S99999999
AB1 6SB,AB1  6SB,AB1 6SB,198001,199606,0,392911,805590,1,S00090621,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006580,S02001248,S34003023,S03000012,S99999999,1,2C3,57.141152,-2.118771,S99999999,,S23000009,6296,S99999999
AB1 6SD,AB1  6SD,AB1 6SD,198001,199606,0,393136,805614,1,S00089215,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006579,S02001248,S34003058,S03000012,S99999999,1,2C3,57.141371,-2.115054,S99999999,,S23000009,6411,S99999999
AB1 6SE,AB1  6SE,AB1 6SE,198001,199606,0,392655,805163,1,S00089206,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006576,S02001248,S34003105,S03000012,S99999999,1,5A2,57.137312,-2.122988,S99999999,,S23000009,6515,S99999999
AB1 6SF,AB1  6SF,AB1 6SF,198001,199606,0,392518,805214,1,S00089207,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006576,S02001248,S34003105,S03000012,S99999999,1,5B1,57.137768,-2.125253,S99999999,,S23000009,6515,S99999999
AB1 6SG,AB1  6SG,AB1 6SG,198001,199606,0,392592,805284,1,S00089206,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006576,S02001248,S34003105,S03000012,S99999999,1,5A2,57.138398,-2.124033,S99999999,,S23000009,6515,S99999999
AB1 6SH,AB1  6SH,AB1 6SH,198001,199606,0,392487,805228,1,S00089204,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006576,S02001248,S34003105,S03000012,S99999999,1,5A1,57.137893,-2.125766,S99999999,,S23000009,6515,S99999999
AB1 6SJ,AB1  6SJ,AB1 6SJ,198001,199606,0,393042,805589,1,S00089213,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006578,S02001248,S34003023,S03000012,S99999999,1,2B1,57.141145,-2.116606,S99999999,,S23000009,5471,S99999999
AB1 6SL,AB1  6SL,AB1 6SL,198001,199606,0,392980,805571,1,S00089220,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006578,S02001248,S34003023,S03000012,S99999999,1,2B1,57.140982,-2.11763,S99999999,,S23000009,5471,S99999999
AB1 6SN,AB1  6SN,AB1 6SN,198001,199606,0,392866,805536,1,S00089222,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006578,S02001248,S34003023,S03000012,S99999999,1,2C2,57.140666,-2.119513,S99999999,,S23000009,5471,S99999999
AB1 6SP,AB1  6SP,AB1 6SP,198001,199606,0,392885,805626,1,S00090621,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006580,S02001248,S34003023,S03000012,S99999999,1,2C3,57.141475,-2.119202,S99999999,,S23000009,6296,S99999999
AB1 6SQ,AB1  6SQ,AB1 6SQ,198001,199606,0,392855,805624,1,S00090622,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006580,S02001248,S34003023,S03000012,S99999999,1,2C2,57.141457,-2.119697,S99999999,,S23000009,6296,S99999999
AB1 6SR,AB1  6SR,AB1 6SR,198001,199606,0,392797,805546,1,S00090622,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006580,S02001248,S34003023,S03000012,S99999999,1,2C2,57.140755,-2.120653,S99999999,,S23000009,6296,S99999999
AB1 6SS,AB1  6SS,AB1 6SS,198001,199606,0,392665,805482,1,S00090623,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006580,S02001248,S34003023,S03000012,S99999999,1,2D1,57.140178,-2.122833,S99999999,,S23000009,6296,S99999999
AB1 6ST,AB1  6ST,AB1 6ST,198001,199606,0,391840,804890,8,S00089186,S99999999,S99999999,S12000033,S13002845,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006545,S02001242,S34003112,S03000012,S99999999,1,5B1,57.134846,-2.136445,S99999999,,S23000009,6594,S99999999
AB1 6SU,AB1  6SU,AB1 6SU,198001,199606,0,392366,805294,1,S00089203,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006575,S02001248,S34002958,S03000012,S99999999,1,5B2,57.138484,-2.127767,S99999999,,S23000009,6960,S99999999
AB1 6SW,AB1  6SW,AB1 6SW,198001,199606,0,392507,805306,1,S00089203,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006575,S02001248,S34002958,S03000012,S99999999,1,5B2,57.138594,-2.125438,S99999999,,S23000009,6960,S99999999
AB1 6SX,AB1  6SX,AB1 6SX,198001,199606,0,392511,805376,1,S00089231,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006577,S02001248,S34002997,S03000012,S99999999,1,2C3,57.139223,-2.125374,S99999999,,S23000009,6717,S99999999
AB1 6SY,AB1  6SY,AB1 6SY,198001,199606,0,393244,805677,1,S00089212,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006571,S02001247,S34003058,S03000012,S99999999,1,2B1,57.141939,-2.113271,S99999999,,S23000009,6414,S99999999
AB1 6SZ,AB1  6SZ,AB1 6SZ,198001,199606,0,393207,805682,1,S00090398,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006579,S02001248,S34003058,S03000012,S99999999,1,2B1,57.141983,-2.113883,S99999999,,S23000009,6411,S99999999
AB1 6TA,AB1  6TA,AB1 6TA,198001,199606,0,392427,805346,1,S00089236,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006577,S02001248,S34002997,S03000012,S99999999,1,2C2,57.138952,-2.126761,S99999999,,S23000009,6717,S99999999
AB1 6TB,AB1  6TB,AB1 6TB,198001,199606,0,392373,805326,1,S00089236,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006577,S02001248,S34002997,S03000012,S99999999,1,2C2,57.138772,-2.127652,S99999999,,S23000009,6717,S99999999
AB1 6TD,AB1  6TD,AB1 6TD,198001,199606,0,392295,805297,1,S00089202,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006575,S02001248,S34002958,S03000012,S99999999,1,5B1,57.13851,-2.12894,S99999999,,S23000009,6960,S99999999
AB1 6TE,AB1  6TE,AB1 6TE,198001,199606,0,392733,805455,1,S00089221,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006578,S02001248,S34003069,S03000012,S99999999,1,2C1,57.139936,-2.121708,S99999999,,S23000009,5471,S99999999
AB1 6TF,AB1  6TF,AB1 6TF,198001,199606,0,392618,805417,1,S00089221,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006578,S02001248,S34003069,S03000012,S99999999,1,2C1,57.139593,-2.123607,S99999999,,S23000009,5471,S99999999
AB1 6TG,AB1  6TG,AB1 6TG,198001,199606,0,392410,804960,8,S00090616,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006575,S02001248,S34002958,S03000012,S99999999,1,2D1,57.135485,-2.12703,S99999999,,S23000009,6960,S99999999
AB1 6TH,AB1  6TH,AB1 6TH,198001,199606,0,392340,805090,8,S00090397,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006575,S02001248,S34002958,S03000012,S99999999,1,2C3,57.136651,-2.12819,S99999999,,S23000009,6960,S99999999
AB1 6TJ,AB1  6TJ,AB1 6TJ,198001,199606,0,392359,805148,1,S00089202,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006575,S02001248,S34002958,S03000012,S99999999,1,5B1,57.137172,-2.127878,S99999999,,S23000009,6960,S99999999
AB1 6TL,AB1  6TL,AB1 6TL,198001,199606,0,392250,805210,8,S00090615,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006575,S02001248,S34002958,S03000012,S99999999,1,5A3,57.137728,-2.129681,S99999999,,S23000009,6960,S99999999
AB1 6TN,AB1  6TN,AB1 6TN,198001,199606,0,392240,805150,8,S00090615,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006575,S02001248,S34002958,S03000012,S99999999,1,5A3,57.137188,-2.129844,S99999999,,S23000009,6960,S99999999
AB1 6TP,AB1  6TP,AB1 6TP,198001,199606,0,392291,805329,1,S00090628,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006577,S02001248,S34002997,S03000012,S99999999,1,2C3,57.138797,-2.129007,S99999999,,S23000009,6717,S99999999
AB1 6TQ,AB1  6TQ,AB1 6TQ,198001,199606,0,392355,805354,1,S00089235,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006577,S02001248,S34002997,S03000012,S99999999,1,2C2,57.139023,-2.127951,S99999999,,S23000009,6717,S99999999
AB1 6TR,AB1  6TR,AB1 6TR,198001,199606,0,392429,805381,1,S00089235,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006577,S02001248,S34002997,S03000012,S99999999,1,2C2,57.139267,-2.126729,S99999999,,S23000009,6717,S99999999
AB1 6TS,AB1  6TS,AB1 6TS,198001,199606,0,392504,805414,1,S00089231,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006577,S02001248,S34002997,S03000012,S99999999,1,2C3,57.139564,-2.125491,S99999999,,S23000009,6717,S99999999
AB1 6TT,AB1  6TT,AB1 6TT,198001,199606,0,392040,804840,8,S00089184,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006581,S02001248,S34003112,S03000012,S99999999,1,6B4,57.1344,-2.133139,S99999999,,S23000009,6967,S99999999
AB1 6TU,AB1  6TU,AB1 6TU,198001,199606,0,392300,805060,8,S00090616,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006575,S02001248,S34002958,S03000012,S99999999,1,2D1,57.136381,-2.12885,S99999999,,S23000009,6960,S99999999
AB1 6TW,AB1  6TW,AB1 6TW,198001,199606,0,392250,805080,8,S00089201,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006575,S02001248,S34002958,S03000012,S99999999,1,5A2,57.13656,-2.129677,S99999999,,S23000009,6960,S99999999
AB1 6TX,AB1  6TX,AB1 6TX,198001,199606,0,392000,804960,8,S00089185,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006581,S02001248,S34003112,S03000012,S99999999,1,6B4,57.135477,-2.133803,S99999999,,S23000009,6967,S99999999
AB1 6TY,AB1  6TY,AB1 6TY,198001,199606,0,391880,804930,8,S00089185,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006581,S02001248,S34003112,S03000012,S99999999,1,6B4,57.135206,-2.135785,S99999999,,S23000009,6967,S99999999
AB1 6TZ,AB1  6TZ,AB1 6TZ,198001,199606,0,391820,805010,8,S00089185,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006581,S02001248,S34003112,S03000012,S99999999,1,6B4,57.135923,-2.136779,S99999999,,S23000009,6967,S99999999
AB1 6UA,AB1  6UA,AB1 6UA,198001,199606,0,391530,805240,8,S00089351,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006544,S02001242,S34003075,S03000012,S99999999,1,5B1,57.137984,-2.141578,S99999999,,S23000009,6937,S99999999
AB1 6UB,AB1  6UB,AB1 6UB,198001,199606,0,391840,805160,8,S00089188,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006581,S02001248,S34003112,S03000012,S99999999,1,5B1,57.137271,-2.136453,S99999999,,S23000009,6967,S99999999
AB1 6UD,AB1  6UD,AB1 6UD,198001,199606,0,392030,805190,8,S00089198,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006581,S02001248,S34002958,S03000012,S99999999,1,5B1,57.137544,-2.133315,S99999999,,S23000009,6967,S99999999
AB1 6UE,AB1  6UE,AB1 6UE,198001,199606,0,391810,805110,8,S00089188,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006581,S02001248,S34003112,S03000012,S99999999,1,5B1,57.136822,-2.136947,S99999999,,S23000009,6967,S99999999
AB1 6UF,AB1  6UF,AB1 6UF,198001,199606,0,391890,805090,8,S00089189,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006581,S02001248,S34003112,S03000012,S99999999,1,5B1,57.136643,-2.135625,S99999999,,S23000009,6967,S99999999
